date,gross_return,cost,net_return,turnover,equity
2018-02-13,0.005373621143192706,1.4285714285714285e-05,0.005359335428906992,0.07142857142857142,1.0112753839464321
2018-02-14,0.02316597481182338,0.0,0.02316597481182338,0.0,1.0347025640187522
2018-02-15,0.018414801624681787,0.0,0.018414801624681787,0.0,1.053756406475707
2018-02-16,-0.000695746578510451,0.0,-0.000695746578510451,0.0,1.053023259061318
2018-02-20,-0.009384902799145072,0.0,-0.009384902799145072,0.0,1.0431407381297886
2018-02-21,-0.002863518627725088,1.4285714285714285e-05,-0.002877804342010802,0.07142857142857142,1.0401387831842703
2018-02-22,0.0009409800670820897,0.0,0.0009409800670820897,0.0,1.0411175330462457
2018-02-23,0.019338607086042594,0.0,0.019338607086042594,0.0,1.061251295948217
2018-02-26,0.012382036662822275,0.0,0.012382036662822275,0.0,1.0743917484031154
2018-02-27,-0.021121416121890977,0.0,-0.021121416121890977,0.0,1.0516990732071672
2018-02-28,-0.014088304761850117,0.0,-0.014088304761850117,0.0,1.0368824161460692
2018-03-01,-0.011535564153715159,0.0,-0.011535564153715159,0.0,1.0249213925147571
2018-03-02,0.01052244967910589,0.0,0.01052244967910589,0.0,1.0357060762925328
2018-03-05,0.00938943122050293,0.0,0.00938943122050293,0.0,1.0454307672605385
2018-03-06,0.008831692716628647,0.0,0.008831692716628647,0.0,1.054663690553493
2018-03-07,0.002948119585544338,0.0,0.002948119585544338,0.0,1.0577729652357761
2018-03-08,0.002438755060910267,0.0,0.002438755060910267,0.0,1.0603526144080389
2018-03-09,0.02135434064082344,0.0,0.02135434064082344,0.0,1.0829957453354957
2018-03-12,0.0024240100097432777,0.0,0.0024240100097432777,0.0,1.0856209378626982
2018-03-13,-0.009633613603041468,0.0,-0.009633613603041468,0.0,1.0751624852279575
2018-03-14,-0.002611919903393219,0.0,-0.002611919903393219,0.0,1.0723542469334089
2018-03-15,-0.0037364032606875177,0.0,-0.0037364032606875177,0.0,1.0683474990285549
2018-03-16,0.00023338175992297454,0.0,0.00023338175992297454,0.0,1.0685968318480874
2018-03-19,-0.015940441991326867,0.0,-0.015940441991326867,0.0,1.0515629260378974
2018-03-20,0.003908331175416897,0.0,0.003908331175416897,0.0,1.055672782204644
2018-03-21,0.002833702093707519,0.0,0.002833702093707519,0.0,1.0586642443778471
2018-03-22,-0.030817777632530737,0.0,-0.030817777632530737,0.0,1.0260385651070996
2018-03-23,-0.02629904391031409,0.0,-0.02629904391031409,0.0,0.9990547318296723
2018-03-26,0.03562330564547263,0.0,0.03562330564547263,0.0,1.0346443638981964
2018-03-27,-0.02560972770846263,0.0,-0.02560972770846263,0.0,1.0081474034636682
2018-03-28,-0.006355976427132854,0.0,-0.006355976427132854,0.0,1.0017396423321778
2018-03-29,0.01857213317997529,0.0,0.01857213317997529,0.0,1.020344084381232
2018-04-02,-0.027047766626913203,0.0,-0.027047766626913203,0.0,0.9927460557077369
2018-04-03,0.013589831748721852,0.0,0.013589831748721852,0.0,1.006237307574012
2018-04-04,0.011609859368378628,0.0,0.011609859368378628,0.0,1.0179195812061623
2018-04-05,0.00658152086409312,0.0,0.00658152086409312,0.0,1.0246190401678397
2018-04-06,-0.024404421917754663,0.0,-0.024404421917754663,0.0,0.9996138048066189
2018-04-09,0.004249981645354466,0.0,0.004249981645354466,0.0,1.00386214512949
2018-04-10,0.022701836589397763,0.0,0.022701836589397763,0.0,1.026651659506502
2018-04-11,-0.0019125490874637914,0.0,-0.0019125490874637914,0.0,1.0246881378119697
2018-04-12,0.006834169608680465,0.0,0.006834169608680465,0.0,1.0316910303417797
2018-04-13,-0.005980831291420368,0.0,-0.005980831291420368,0.0,1.0255206603444338
2018-04-16,0.00739208337587281,0.0,0.00739208337587281,0.0,1.0331013945693799
2018-04-17,0.013239221916953274,0.0,0.013239221916953274,0.0,1.0467788531947977
2018-04-18,0.004466819411057691,0.0,0.004466819411057691,0.0,1.051454625295333
2018-04-19,-0.00817670475509977,0.0,-0.00817670475509977,0.0,1.042857191260909
2018-04-20,-0.012884206114277865,0.0,-0.012884206114277865,0.0,1.0294208042609465
2018-04-23,-0.004191028130795669,0.0,-0.004191028130795669,0.0,1.0251064727118626
2018-04-24,-0.012965367131566602,0.0,-0.012965367131566602,0.0,1.0118155909442081
2018-04-25,-0.0021793954853892967,0.0,-0.0021793954853892967,0.0,1.0096104446132579
2018-04-26,0.014276907119190168,0.0,0.014276907119190168,0.0,1.0240245591575656
2018-04-27,0.0021560653462523926,0.0,0.0021560653462523926,0.0,1.0262324230232767
2018-04-30,-0.009641327337342274,0.0,-0.009641327337342274,0.0,1.0163381803087155
2018-05-01,0.003121102179801271,0.0,0.003121102179801271,0.0,1.0195102756186922
2018-05-02,-0.005162436772916302,0.0,-0.005162436772916302,0.0,1.0142471182814723
2018-05-03,-0.002277229848962638,0.0,-0.002277229848962638,0.0,1.0119374444694975
2018-05-04,0.014298026586705901,0.0,0.014298026586705901,0.0,1.0264061529546056
2018-05-07,0.004007992830248465,0.0,0.004007992830248465,0.0,1.0305199814565706
2018-05-08,0.0025888049143973912,0.0,0.0025888049143973912,0.0,1.0331877966489502
2018-05-09,0.008091048481499328,0.0,0.008091048481499328,0.0,1.0415473692021304
2018-05-10,0.014166924278018704,0.0,0.014166924278018704,0.0,1.0563028919135866
2018-05-11,0.00018225966371202397,0.0,0.00018225966371202397,0.0,1.0564954133234448
2018-05-14,6.471055291625992e-05,0.0,6.471055291625992e-05,0.0,1.0565637797257945
2018-05-15,-0.012483197977534943,0.0,-0.012483197977534943,0.0,1.0433744848875848
2018-05-16,0.010073789023714634,0.0,0.010073789023714634,0.0,1.0538852193210693
2018-05-17,-0.0042270135653875406,0.0,-0.0042270135653875406,0.0,1.0494304322026375
2018-05-18,-0.004366034426968377,0.0,-0.004366034426968377,0.0,1.0448485828069325
2018-05-21,0.007629275067014353,0.0,0.007629275067014353,0.0,1.0528200200485467
2018-05-22,-0.002467983722933966,0.0,-0.002467983722933966,0.0,1.050221677375888
2018-05-23,0.0027955694054358255,0.0,0.0027955694054358255,0.0,1.0531576449660853
2018-05-24,-0.0016905385393202901,0.0,-0.0016905385393202901,0.0,1.0513772413792903
2018-05-25,-0.0014153617326144571,1.4285714285714285e-05,-0.0014296474469001714,0.07142857142857142,1.0498741425904234
2018-05-29,-0.00800367907234303,0.0,-0.00800367907234303,0.0,1.0414712868867784
2018-05-30,0.011933421255218664,0.0,0.011933421255218664,0.0,1.053899602478413
2018-05-31,-0.005188955460497595,0.0,-0.005188955460497595,0.0,1.0484309643813166
2018-06-01,0.010835380702820592,0.0,0.010835380702820592,0.0,1.0597911130210134
2018-06-04,0.006015843639690512,0.0,0.006015843639690512,0.0,1.0661666506476812
2018-06-05,0.002677823247862008,0.0,0.002677823247862008,0.0,1.0690216564908808
2018-06-06,0.007704307460885272,0.0,0.007704307460885272,0.0,1.0772577280148314
2018-06-07,-0.005347341419902214,0.0,-0.005347341419902214,0.0,1.0714972631459079
2018-06-08,0.0016062056628994448,0.0,0.0016062056628994448,0.0,1.073218308117754
2018-06-11,0.002094346111115221,0.0,0.002094346111115221,0.0,1.075465998707738
2018-06-12,0.0022783559247137675,0.0,0.0022783559247137675,0.0,1.077916293037722
2018-06-13,-0.0023517955560941844,0.0,-0.0023517955560941844,0.0,1.0753812542899144
2018-06-14,0.004648752995095746,0.0,0.004648752995095746,0.0,1.0803804361166645
2018-06-15,-0.0029347713081948057,1.4285714285714285e-05,-0.0029490570224805198,0.07142857142857142,1.077194332604584
2018-06-18,-6.131751860794757e-05,0.0,-6.131751860794757e-05,0.0,1.0771282817210501
2018-06-19,-0.0026907962215885683,0.0,-0.0026907962215885683,0.0,1.074229949010429
2018-06-20,0.004378189707380694,0.0,0.004378189707380694,0.0,1.0789331315165465
2018-06-21,-0.007635865917265552,0.0,-0.007635865917265552,0.0,1.0706945427905907
2018-06-22,-0.0004690484066200588,0.0,-0.0004690484066200588,0.0,1.070192335221318
2018-06-25,-0.015537174553334969,1.4285714285714285e-05,-0.015551460267620684,0.07142857142857142,1.0535492816414116
2018-06-26,0.0034347258197480824,0.0,0.0034347258197480824,0.0,1.0571679345614424
2018-06-27,-0.011441450397997995,0.0,-0.011441450397997995,0.0,1.0450724000758036
2018-06-28,0.005048975987647403,0.0,0.005048975987647403,0.0,1.0503489455291393
2018-06-29,0.0009712006249419052,0.0,0.0009712006249419052,0.0,1.0513690450814441
2018-07-02,0.00408168807138564,0.0,0.00408168807138564,0.0,1.0556604055713772
2018-07-03,-0.003162192837873588,0.0,-0.003162192837873588,0.0,1.0523222037976527
2018-07-05,0.009941395472771524,0.0,0.009941395472771524,0.0,1.0627837549903838
2018-07-06,0.009460062806350254,0.0,0.009460062806350254,0.0,1.0728377560621616
2018-07-09,0.007088127836190283,1.4285714285714285e-05,0.007073842121904569,0.07142857142857142,1.0804268409709636
2018-07-10,3.7637838353104256e-05,0.0,3.7637838353104256e-05,0.0,1.0804675059017566
2018-07-11,-0.007220027663846709,0.0,-0.007220027663846709,0.0,1.0726665006192584
2018-07-12,0.009253161670466081,0.0,0.009253161670466081,0.0,1.0825920571679815
2018-07-13,-0.0011248247174989417,2.857142857142857e-05,-0.0011533961460703703,0.14285714285714285,1.0813433996614776
2018-07-16,-0.003554798786286403,0.0,-0.003554798786286403,0.0,1.0774994414568022
2018-07-17,0.0019314359727424396,0.0,0.0019314359727424396,0.0,1.0795805626386419
2018-07-18,-0.0006547034135273339,0.0,-0.0006547034135273339,0.0,1.0788737575591045
2018-07-19,0.003179083868373931,0.0,0.003179083868373931,0.0,1.0823035877177725
2018-07-20,-0.003964578188650385,0.0,-0.003964578188650385,0.0,1.0780127105204085
2018-07-23,0.0011342545591391173,0.0,0.0011342545591391173,0.0,1.079235451352126
2018-07-24,-0.0018124053722667188,0.0,-0.0018124053722667188,0.0,1.0772794392221547
2018-07-25,0.009124594643640427,0.0,0.009124594643640427,0.0,1.0871091774229853
2018-07-26,-0.002568506082647146,0.0,-0.002568506082647146,0.0,1.0843169308882727
2018-07-27,-0.01409091195903573,0.0,-0.01409091195903573,0.0,1.0690379164794341
